timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,date,rsi,rolling_mean,rolling_std,zscore,return,log_return
2020-01-31,0.0545,0.05559,0.05209,0.05387,244632854,2020-01-31 23:59:59.999,13130602.88191,40186,116954492,6287355.88554,0,2020-01-31,,,,,,
2020-02-01,0.05383,0.05745,0.05304,0.0562,372594843,2020-02-01 23:59:59.999,20474420.05379,52151,187682088,10319114.48017,0,2020-02-01,,,,,0.043252273992945955,0.04234302020720298
2020-02-02,0.05616,0.0596,0.05484,0.05583,481355438,2020-02-02 23:59:59.999,27595953.21127,49441,233179498,13374969.19535,0,2020-02-02,,,,,-0.006583629893238463,-0.006605397577376339
2020-02-03,0.05577,0.05808,0.05526,0.05718,337457383,2020-02-03 23:59:59.999,19156619.269,48860,169567615,9639184.30681,0,2020-02-03,,,,,0.024180548092423537,0.02389282757189677
2020-02-04,0.05718,0.05789,0.05406,0.05601,267287553,2020-02-04 23:59:59.999,14916754.58812,23295,125392133,7002296.31439,0,2020-02-04,,,,,-0.020461699895068297,-0.020673940672424902
2020-02-05,0.05605,0.06028,0.05572,0.05949,293624089,2020-02-05 23:59:59.999,17206732.18324,25003,144376811,8467309.96349,0,2020-02-05,,,,,0.062131762185324124,0.060277984978073434
2020-02-06,0.05947,0.06115,0.0572,0.06014,285964483,2020-02-06 23:59:59.999,17159678.09243,27495,123418472,7418494.11695,0,2020-02-06,,,,,0.010926206085056345,0.01086694636056874
2020-02-07,0.06016,0.06306,0.05966,0.06014,301494128,2020-02-07 23:59:59.999,18434074.2685,32552,141357529,8646822.54977,0,2020-02-07,,,,,0.0,0.0
2020-02-08,0.06015,0.06147,0.0569,0.06018,258763669,2020-02-08 23:59:59.999,15519056.22823,26378,115034175,6914379.26857,0,2020-02-08,,,,,0.0006651147322913609,0.0006648936415161948
2020-02-09,0.06014,0.06261,0.0601,0.06194,219182975,2020-02-09 23:59:59.999,13486362.3734,22968,95515654,5877308.71654,0,2020-02-09,,,,,0.0292455965437024,0.02882610334315774
2020-02-10,0.06194,0.06246,0.05818,0.06029,246284094,2020-02-10 23:59:59.999,14792205.30825,27375,106163307,6379649.95952,0,2020-02-10,,,,,-0.026638682596060725,-0.02699992204374256
2020-02-11,0.0603,0.06364,0.05901,0.06357,316957344,2020-02-11 23:59:59.999,19394070.62141,31487,164925248,10093889.64927,0,2020-02-11,,,,,0.054403715375684225,0.05297540844700323
2020-02-12,0.06352,0.0709,0.06351,0.06825,552763234,2020-02-12 23:59:59.999,37060478.50695,60938,262824715,17596415.36441,0,2020-02-12,,,,,0.07361963190184051,0.07103577311675174
2020-02-13,0.06829,0.07256,0.06476,0.06882,688219788,2020-02-13 23:59:59.999,47792725.89754,92306,305930275,21244609.63901,0,2020-02-13,85.04453820909515,,,,0.008351648351648366,0.008316966304265224
2020-02-14,0.06883,0.0715,0.06709,0.07082,491638895,2020-02-14 23:59:59.999,34187175.37611,62326,206916728,14370175.85959,0,2020-02-14,86.3266180882983,,,,0.029061319383899775,0.028647046314423105
2020-02-15,0.07082,0.0715,0.06189,0.06433,493739507,2020-02-15 23:59:59.999,33338937.34961,66571,204055681,13806175.02158,0,2020-02-15,64.78719534376137,,,,-0.09164077944083582,-0.09611536126084858
2020-02-16,0.0643,0.06717,0.05635,0.06159,519254402,2020-02-16 23:59:59.999,32452121.60021,82233,235691532,14738142.40804,0,2020-02-16,59.64501004688547,,,,-0.042592880460127436,-0.04352656572395706
2020-02-17,0.06156,0.06286,0.05567,0.06024,480135119,2020-02-17 23:59:59.999,28204527.04717,82977,218896346,12870596.75349,0,2020-02-17,55.1239115874079,,,,-0.021919142717973683,-0.022162936207313744
2020-02-18,0.06024,0.06377,0.05748,0.06283,408675432,2020-02-18 23:59:59.999,24971587.75296,108156,216851050,13271876.16396,0,2020-02-18,60.90153452685423,,,,0.04299468791500649,0.04209608292321737
2020-02-19,0.06282,0.06306,0.05654,0.05737,360991315,2020-02-19 23:59:59.999,22143423.63839,67063,168859341,10379040.10467,0,2020-02-19,46.8129885748647,0.0609545,0.004537382128380565,-0.789992973609068,-0.0869011618653509,-0.09091114780107591
2020-02-20,0.05734,0.05908,0.05545,0.05818,323424931,2020-02-20 23:59:59.999,18537428.85058,106648,152949421,8772838.17309,0,2020-02-20,47.06762417713944,0.06116999999999999,0.004278143965491772,-0.6989012113939661,0.014118877462088397,0.014020134453276075
