timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,date,rsi,rolling_mean,rolling_std,zscore,return,log_return
2020-01-06,0.197,0.2259,0.197,0.2226,92022218.9,2020-01-06 23:59:59.999,20007750.08313,31407,44877655.9,9777625.77979,0,2020-01-06,,,,,,
2020-01-07,0.2227,0.2297,0.2071,0.2138,124985943.9,2020-01-07 23:59:59.999,26854476.37811,46700,56591543.7,12169766.61278,0,2020-01-07,,,,,-0.039532794249775405,-0.04033544025049963
2020-01-08,0.2138,0.2204,0.2013,0.2078,79791597.2,2020-01-08 23:59:59.999,16896601.32776,37244,31713975.9,6723091.86205,0,2020-01-08,,,,,-0.028063610851262744,-0.02846491992581771
2020-01-09,0.2078,0.2089,0.201,0.204,45126429.9,2020-01-09 23:59:59.999,9228119.25305,31552,16411838.4,3358923.90515,0,2020-01-09,,,,,-0.018286814244465988,-0.018456084820910785
2020-01-10,0.2039,0.2136,0.2001,0.2128,62488677.4,2020-01-10 23:59:59.999,12896953.63956,36081,27009676.5,5588308.71572,0,2020-01-10,,,,,0.04313725490196085,0.042232763623272995
2020-01-11,0.2128,0.2203,0.2085,0.2117,73742826.6,2020-01-11 23:59:59.999,15791363.06657,37210,30016435.3,6434643.74862,0,2020-01-11,,,,,-0.005169172932330768,-0.005182579326669787
2020-01-12,0.2113,0.217,0.2095,0.2158,66638560.6,2020-01-12 23:59:59.999,14266026.27999,35550,28644568.1,6136867.66996,0,2020-01-12,,,,,0.01936702881435992,0.019181874683214792
2020-01-13,0.2155,0.216,0.2104,0.2115,37926195.9,2020-01-13 23:59:59.999,8043847.97629,31945,12796825.5,2716217.7614,0,2020-01-13,,,,,-0.019925857275254866,-0.020127054337701625
2020-01-14,0.2115,0.2458,0.2115,0.235,209732728.8,2020-01-14 23:59:59.999,48238035.67924,72436,98305080.6,22629132.22866,0,2020-01-14,,,,,0.11111111111111116,0.10536051565782635
2020-01-15,0.235,0.2444,0.2268,0.2337,176527571.0,2020-01-15 23:59:59.999,41675728.37597,71549,81714528.9,19302232.74469,0,2020-01-15,,,,,-0.00553191489361704,-0.005547272599346709
2020-01-16,0.227,0.2352,0.2213,0.227,75637794.6,2020-01-16 23:59:59.999,17164830.32218,39818,33394062.5,7585030.11517,0,2020-01-16,,,,,-0.028669234060761606,-0.02908822406340954
2020-01-17,0.2291,0.2449,0.2279,0.2284,108824285.7,2020-01-17 23:59:59.999,25725967.23632,43413,44839664.2,10614350.699189998,0,2020-01-17,,,,,0.006167400881057272,0.00614846030045248
2020-01-18,0.2394,0.2552,0.232,0.2441,153549609.9,2020-01-18 23:59:59.999,37446983.70026,65976,71645095.5,17504168.66569,0,2020-01-18,,,,,0.06873905429071803,0.06647949961705922
2020-01-19,0.2442,0.2525,0.226,0.236,132454087.4,2020-01-19 23:59:59.999,31766959.73889,61248,51986457.0,12478621.22713,0,2020-01-19,57.15811965811965,,,,-0.033183121671446214,-0.033746172373304406
2020-01-20,0.236,0.237,0.2236,0.2335,77419621.8,2020-01-20 23:59:59.999,17929035.24338,43286,32092668.8,7438012.28469,0,2020-01-20,55.67117585848076,,,,-0.010593220338982912,-0.010649727916657926
2020-01-21,0.2333,0.2424,0.229,0.2375,102077724.0,2020-01-21 23:59:59.999,24154808.77918,38544,53524527.5,12671145.20133,0,2020-01-21,62.97918948521359,,,,0.017130620985010614,0.016985546365743807
2020-01-22,0.2375,0.2404,0.2315,0.2376,87613905.1,2020-01-22 23:59:59.999,20720426.10538,25898,45692289.8,10811531.3555,0,2020-01-22,67.44730679156909,,,,0.00042105263157909967,0.0004209640137941149
2020-01-23,0.2375,0.2376,0.2202,0.2262,67311519.0,2020-01-23 23:59:59.999,15372642.60424,27032,28938757.3,6613106.3481,0,2020-01-23,61.93548387096777,,,,-0.0479797979797979,-0.049169023806469696
2020-01-24,0.2261,0.2265,0.2135,0.2224,81678743.4,2020-01-24 23:59:59.999,18085740.04619,28996,39452409.3,8745344.20092,0,2020-01-24,55.45454545454545,,,,-0.01679929266136171,-0.01694200130559285
2020-01-25,0.2224,0.2227,0.2167,0.2197,52182168.9,2020-01-25 23:59:59.999,11471527.5717,17014,26647383.3,5858678.52348,0,2020-01-25,54.464285714285715,0.22405499999999998,0.011569946322033507,-0.3764062406846625,-0.012140287769784042,-0.012214582985862654
2020-01-26,0.2197,0.233,0.2179,0.2313,67256850.5,2020-01-26 23:59:59.999,15094099.83551,21386,34029194.8,7638752.53864,0,2020-01-26,57.98146240988673,0.22449,0.011675430793359452,0.583276122357154,0.05279927173418297,0.05145258984682897
2020-01-27,0.2315,0.2342,0.2265,0.2309,74631182.4,2020-01-27 23:59:59.999,17233572.16083,22273,34928014.3,8066454.77337,0,2020-01-27,60.407725321888414,0.225345,0.011475808651704073,0.4840617483784141,-0.0017293558149590327,-0.001730852876943929
2020-01-28,0.2309,0.2423,0.2309,0.2393,108022768.8,2020-01-28 23:59:59.999,25475393.30773,32530,56335608.7,13289996.35465,0,2020-01-28,52.75288092189501,0.22692,0.01109644798549232,1.1156723319197115,0.03637938501515814,0.03573327855387803
2020-01-29,0.2394,0.2425,0.2343,0.236,84632552.4,2020-01-29 23:59:59.999,20195450.76688,24752,40271398.9,9616164.51197,0,2020-01-29,51.43570536828963,0.22851999999999997,0.009855300470732523,0.7589824401816582,-0.013790221479314746,-0.013886189888717648
